,appid,average_2weeks,average_forever,ccu,developer,discount,genre,initialprice,languages,median_2weeks,median_forever,name,negative,owners,positive,price,publisher,score_rank,tags,userscore
801,35800,0,17,0,Digital Eel,0,"Casual, Indie",0,English,0,12,BRAINPIPE: A Plunge to Unhumanity,22,"50,000 .. 100,000",122,0,Digital Eel,61,3,84
802,36000,0,101,1,Sakari Indie,0,"Action, Indie",499,"English, Dutch, French, German, Russian, Spanish - Spain",0,38,Foreign Legion: Buckets of Blood,109,"50,000 .. 100,000",183,499,Sakari Indie,22,4,65
803,36100,0,60,0,Sandlot Games,0,Casual,499,English,0,88,Tradewinds Classics,2,"0 .. 20,000",41,499,Sandlot Games,93,2,94
804,36130,0,0,0,Sandlot Games,0,Casual,1499,English,0,0,Tradewinds Caravans + Odyssey Pack,1,"0 .. 20,000",4,1499,Sandlot Games,,1,0
805,36150,0,0,0,Sandlot Games,0,Casual,1499,English,0,0,Westward Collection,1,"0 .. 20,000",8,1499,Sandlot Games,,3,0
806,36180,0,670,0,Sandlot Games,0,Casual,1499,English,0,670,Cake Mania Collection,8,"0 .. 20,000",28,1499,Sandlot Games,45,2,75
807,36210,0,87,0,Sandlot Games,0,Casual,499,English,0,87,Monster Mash,3,"0 .. 20,000",11,499,Sandlot Games,47,2,72
808,36240,0,0,0,Sandlot Games,0,Casual,699,English,0,0,Kuros,0,"0 .. 20,000",7,699,Sandlot Games,,2,0
809,36270,0,0,0,Sandlot Games,0,,1499,English,0,0,Super Granny Collection,3,"0 .. 20,000",9,1499,Sandlot Games,42,1,70
810,36300,0,1,0,Sandlot Games,0,Casual,699,English,0,1,Cake Mania Main Street,5,"0 .. 20,000",14,699,Sandlot Games,38,2,72
811,36310,0,0,0,Sandlot Games,0,"Strategy, Casual",699,English,0,0,Westward IV: All Aboard,1,"0 .. 20,000",10,699,Sandlot Games,77,2,90
812,36320,0,465,0,Cateia Games,0,"Adventure, Casual",699,English,0,465,Iron Roses,3,"0 .. 20,000",4,699,Sandlot Games,,2,0
813,36900,0,0,0,3000AD,0,"Action, Simulation",999,English,0,0,Angle of Attack,2,"0 .. 20,000",0,999,3000AD,,2,0
814,36910,0,0,0,3000AD,0,"Action, Simulation",999,English,0,0,All Aspect Warfare,8,"0 .. 20,000",3,999,3000AD,3,2,20
815,37000,0,243,2,Ice-Pick Lodge,0,"Action, Adventure",999,"English, German, Polish, Russian",0,139,The Void,125,"100,000 .. 200,000",578,999,Ice-Pick Lodge,56,20,82
816,37010,0,170,1,FromSoftware,0,Action,999,"English, French, German, Italian, Polish, Simplified Chinese, Spanish - Spain",0,186,Ninja Blade,69,"20,000 .. 50,000",120,999,"ND Games, bitComposer Games",23,4,60
817,37030,0,297,0,Chaos Concept,0,Strategy,999,English,0,35,UFO: Extraterrestrials Gold,41,"50,000 .. 100,000",121,999,ND Games,40,7,78
818,37100,0,362,0,Citeremis Inc.,0,"Action, RPG, Indie",499,"English, French",0,489,Aztaka,38,"50,000 .. 100,000",94,499,Citeremis Inc.,35,9,72
819,37210,0,133,0,"Big Splash Games, LLC",0,Simulation,999,English,0,159,Chocolatier: Decadence by Design,21,"0 .. 20,000",51,999,PlayFirst,33,2,68
820,37220,0,771,0,Aliasworlds Entertainment,0,Simulation,999,English,0,771,Cooking Dash,9,"0 .. 20,000",28,999,PlayFirst,42,3,73
821,37230,0,11,0,Zemnott,0,Simulation,999,English,0,11,Diaper Dash,2,"0 .. 20,000",12,999,PlayFirst,,1,0
822,37240,0,87,0,PlayFirst,0,Simulation,999,English,0,87,Diner Dash: Hometown Hero,62,"0 .. 20,000",25,999,PlayFirst,3,2,29
823,37260,0,0,1,Wadjet Eye Games,0,Adventure,999,English,0,0,Emerald City Confidential,4,"0 .. 20,000",50,999,PlayFirst,84,4,91
824,37270,0,11,0,PlayFirst,0,"Adventure, RPG",1499,English,0,11,Wandering Willows,0,"0 .. 20,000",18,1499,PlayFirst,100,1,100
825,37280,0,60,0,Sarbakan,0,Simulation,999,English,0,60,Wedding Dash 2: Rings Around the World,3,"0 .. 20,000",13,999,PlayFirst,54,1,81
826,37290,0,102,0,Red Rocket Games,0,Casual,999,English,0,102,Zenerchi,1,"0 .. 20,000",6,999,PlayFirst,,0,0
827,37300,0,33,0,PlayFirst,0,Simulation,999,English,0,33,DinerTown Tycoon,5,"0 .. 20,000",8,999,PlayFirst,21,2,61
828,37310,0,159,0,Absolutist Ltd.,0,Casual,699,English,0,159,DinerTown Detective Agency,9,"0 .. 20,000",4,699,PlayFirst,3,1,33
829,37320,0,1,0,PlayFirst,0,Casual,699,English,0,1,The Nightshift Code,3,"0 .. 20,000",2,699,PlayFirst,,1,0
830,37330,0,0,0,PlayFirst,0,Casual,699,English,0,0,Nightshift Legacy: The Jaguar's Eye,1,"0 .. 20,000",3,699,PlayFirst,,1,0
831,37340,0,8,0,Sarbakan,0,Casual,699,English,0,8,Fitness Dash,0,"0 .. 20,000",8,699,PlayFirst,,2,0
832,37360,0,11,0,PlayFirst,0,Casual,699,English,0,11,Mahjong Roadshow,2,"0 .. 20,000",5,699,PlayFirst,,0,0
833,37370,0,0,0,PlayFirst,0,Casual,699,English,0,0,TriJinx: A Kristine Kross Mystery,1,"0 .. 20,000",3,699,PlayFirst,,1,0
834,37380,0,0,0,PlayFirst,0,Casual,699,English,0,0,Valerie Porter and the Scarlet Scandal,6,"0 .. 20,000",5,699,PlayFirst,,1,0
835,37390,0,101,0,PlayFirst,0,Casual,699,English,0,101,Gemini Lost,1,"0 .. 20,000",11,699,PlayFirst,80,1,90
836,37400,0,225,1,Size Five Games,0,"Adventure, Indie",499,English,0,3,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",116,"200,000 .. 500,000",491,499,Size Five Games,52,9,87
837,37500,0,38,0,Yullaby,0,"Indie, Casual",199,"English, French, German, Italian, Spanish - Spain",0,57,Magnetis ,9,"0 .. 20,000",33,199,Yullaby,47,3,74
838,37600,0,47,0,"Vectorpark, Inc.",0,"Adventure, Casual, Indie",299,English,0,31,Windosill,85,"100,000 .. 200,000",814,299,"Vectorpark, Inc.",77,12,90
839,37700,485,428,2,8monkey Labs,0,Action,1999,"English, French, German, Italian, Russian, Spanish - Spain",485,614,Darkest of Days,63,"50,000 .. 100,000",152,1999,Phantom EFX,33,7,69
840,37800,0,100,0,Gamerizon,0,"Indie, Casual",999,"English, French, German, Italian, Japanese, Russian, Spanish - Spain",0,36,Quantz,13,"20,000 .. 50,000",24,999,Gamerizon,24,3,66
841,37960,0,244,0,iWin,0,Casual,1999,English,0,325,Jewel Quest Pack,3,"0 .. 20,000",18,1999,iWin,63,3,84
842,38000,0,220,0,iWin,0,Casual,999,English,0,267,Mahjong Quest Collection,2,"0 .. 20,000",19,999,iWin,77,2,88
843,38070,0,65,0,iWin,0,"Casual, Simulation",999,English,0,65,Coconut Queen,1,"0 .. 20,000",11,999,iWin,,2,0
844,38080,0,51,0,Hip Soft,0,Simulation,999,English,0,63,Build-A-Lot,2,"0 .. 20,000",11,999,iWin,61,2,84
845,38090,0,5,0,Hip Soft,0,Simulation,999,English,0,5,Build-A-Lot 2: Town of the Year,0,"0 .. 20,000",3,999,iWin,,1,0
846,38100,0,7,0,Hip Soft,0,Simulation,999,English,0,7,Build-A-Lot 3: Passport to Europe,0,"0 .. 20,000",2,999,iWin,,2,0
847,38110,0,2595,0,Hip Soft,0,Simulation,999,English,0,2595,Build-A-Lot 4: Power Source,3,"0 .. 20,000",4,999,iWin,,1,0
848,38120,0,443,0,Alawar,0,Casual,499,English,0,866,Farm Frenzy,2,"0 .. 20,000",19,499,iWin,77,2,93
849,38130,0,6826,0,Alawar,0,Casual,499,English,0,6826,Farm Frenzy 2,2,"0 .. 20,000",17,499,iWin,74,3,87
850,38140,0,2714,0,Alawar,0,Casual,499,English,0,5427,Farm Frenzy: Pizza Party,1,"0 .. 20,000",16,499,iWin,,2,0
851,38150,0,240,0,Alawar,0,Casual,999,English,0,240,Farm Frenzy 3,1,"0 .. 20,000",7,999,iWin,,4,0
852,38160,0,13,0,Alawar,0,Casual,999,English,0,13,Farm Frenzy 3: American Pie,0,"0 .. 20,000",2,999,iWin,,2,0
853,38170,73,1026,0,Awem Studio,0,Casual,999,English,73,1059,Cradle of Rome,2,"0 .. 20,000",16,999,iWin,71,2,88
854,38180,0,0,0,Awem Studio,0,Casual,999,English,0,0,Cradle of Persia,0,"0 .. 20,000",6,999,iWin,,2,0
855,38190,0,0,0,Awem Studio,0,Casual,999,English,0,0,Romance of Rome,5,"0 .. 20,000",4,999,iWin,,2,0
856,38210,0,9,0,Spidermonk Entertainment,0,Casual,99,English,0,6,Roogoo,66,"50,000 .. 100,000",272,99,SouthPeak Games,52,3,80
857,38230,0,56,0,"Enlight Software Limited, PerspectX",0,Simulation,799,"English, French, Spanish - Spain, Italian, German, Polish, Russian",0,39,Hotel Giant 2,91,"50,000 .. 100,000",66,799,Toplitz Productions,7,2,42
858,38400,278,699,151,Interplay Inc.,0,RPG,999,"English, French, German, Spanish - Spain",64,29,Fallout: A Post Nuclear Role Playing Game,626,"1,000,000 .. 2,000,000",6841,999,Bethesda Softworks,80,20,93
859,38410,326,696,177,Black Isle Studios,0,RPG,999,"English, French, German",356,62,Fallout 2: A Post Nuclear Role Playing Game,307,"500,000 .. 1,000,000",4653,999,Bethesda Softworks,87,20,93
860,38420,1,201,34,14° East,0,Strategy,999,"English, French, German",1,21,Fallout Tactics: Brotherhood of Steel,200,"200,000 .. 500,000",826,999,Bethesda Softworks,52,20,80
861,38430,0,128,0,Xatrix Entertainment,0,Action,999,"English, French",0,131,Kingpin — Life of Crime,41,"50,000 .. 100,000",159,999,Interplay Inc.,49,11,79
862,38440,630,135,1,Shiny Entertainment,0,,999,"English, French, German, Italian, Spanish - Spain",630,115,Sacrifice,28,"50,000 .. 100,000",315,999,Interplay Inc.,80,12,91
863,38450,0,92,0,Shiny Entertainment,0,Action,999,"English, French, German, Italian, Polish, Spanish - Spain",0,70,MDK,43,"20,000 .. 50,000",138,999,Interplay Inc.,44,7,74
864,38460,0,114,2,BioWare Corporation,0,Action,999,"English, French, German, Italian, Spanish - Spain",0,179,MDK 2,19,"20,000 .. 50,000",98,999,Interplay Inc.,58,6,85
865,38490,0,34,0,Shiny Entertainment,0,"Action, Adventure",1999,English,0,43,Earthworm Jim 2,14,"20,000 .. 50,000",46,1999,Interplay Inc.,44,5,78
866,38600,181,503,8,Subsoap,0,"Casual, Indie",999,English,181,259,Faerie Solitaire,206,"200,000 .. 500,000",2138,999,Subsoap,80,12,90
867,38700,1228,1353,7,Two Tribes,0,"Casual, Indie",499,"English, Dutch, French, German, Italian, Spanish - Spain",1228,39,Toki Tori,224,"200,000 .. 500,000",1655,499,Two Tribes Publishing,71,12,88
868,38720,1228,1095,1,Two Tribes,0,"Casual, Indie, Strategy",499,"English, Dutch, French, German, Italian, Spanish - Spain",1228,45,RUSH,115,"200,000 .. 500,000",1071,499,Two Tribes Publishing,77,7,90
869,38740,0,128,1,Two Tribes,0,"Action, Indie",699,"English, French, German, Italian, Spanish - Spain, Dutch, Czech, Finnish, Polish, Portuguese, Turkish",0,27,EDGE,145,"200,000 .. 500,000",1705,699,Two Tribes Publishing,84,12,92
870,39000,13,88,13,"Virtual Heroes, Army Game Studio",0,"Adventure, Simulation, Strategy",0,English,14,40,Moonbase Alpha,1151,"1,000,000 .. 2,000,000",9772,0,NASA,74,20,89
871,39110,0,210,0,SQUARE ENIX,0,Casual,499,"English, French, German, Japanese, Spanish - Spain",0,304,SEASON OF MYSTERY: The Cherry Blossom Murders,43,"50,000 .. 100,000",154,499,Square Enix,47,7,77
872,39120,497,1742,368,Trion Worlds,0,"Free to Play, Massively Multiplayer, RPG",0,"English, French, German",613,172,RIFT,2308,"2,000,000 .. 5,000,000",6868,0,Trion Worlds,40,20,74
873,39140,309,1360,498,Square Enix,0,RPG,1199,"English, German, French, Spanish - Spain",410,284,FINAL FANTASY VII,853,"1,000,000 .. 2,000,000",11584,1199,Square Enix,87,20,92
874,39150,475,1374,387,Square Enix,0,RPG,1199,"English, French, Italian, German, Spanish - Spain",712,281,FINAL FANTASY VIII,632,"500,000 .. 1,000,000",5232,1199,Square Enix,74,20,88
875,39160,112,372,83,Obsidian Entertainment,0,"Action, RPG",1499,"English, French, German, Italian, Spanish - Spain, Polish, Russian",172,82,Dungeon Siege III,707,"500,000 .. 1,000,000",1055,1499,Square Enix,19,9,58
876,39190,79,222,69,Gas Powered Games,0,RPG,699,"English, French, German, Italian, Japanese, Spanish - Spain",79,24,Dungeon Siege,381,"200,000 .. 500,000",1133,699,Square Enix,40,18,74
877,39200,32,328,73,Gas Powered Games,0,RPG,699,"English, French, German, Italian, Japanese, Spanish - Spain",32,32,Dungeon Siege II,310,"200,000 .. 500,000",780,699,Square Enix,35,14,70
878,39210,2624,24022,10799,Square Enix,0,"Massively Multiplayer, RPG",1999,"English, French, German, Japanese",1902,2439,FINAL FANTASY XIV Online,1963,"500,000 .. 1,000,000",9395,1999,Square Enix,56,20,82
879,39391,0,0,0,"Freeze Tag Inc., Joju Games, Linksolutions Ltd., Dekovir Entertainment",0,Casual,1999,English,0,0,Freeze Tag Fun Pack #1,0,"0 .. 20,000",0,1999,Freeze Tag Inc.,,0,0
880,39392,0,0,0,"Freeze Tag Inc., iQ212",0,Casual,1999,English,0,0,Freeze Tag Fun Pack #2,0,"0 .. 20,000",0,1999,Freeze Tag Inc.,,0,0
881,39500,183,1260,301,Piranha Bytes,0,"Action, RPG",999,"English, French, German, Spanish - Spain, Italian, Polish, Russian",172,97,Gothic 3,679,"500,000 .. 1,000,000",2874,999,THQ Nordic,52,20,79
882,39510,271,808,266,Piranha Bytes,0,"Action, RPG",999,"English, French, German, Italian, Spanish - Spain",245,47,Gothic II: Gold Edition,450,"200,000 .. 500,000",3701,999,THQ Nordic,74,20,87
883,39520,0,195,0,4HEAD Studios,0,"Simulation, Strategy",999,"English, German",0,35,The Guild Gold Edition,73,"100,000 .. 200,000",170,999,THQ Nordic,31,5,69
884,39530,1,306,18,People Can Fly,0,Action,999,"English, French, German, Spanish - Spain",1,80,Painkiller: Black Edition,57,"200,000 .. 500,000",453,999,THQ Nordic,71,15,89
885,39540,0,1611,191,Phenomic,0,"Action, RPG",999,"English, French, German",0,283,SpellForce - Platinum Edition,136,"100,000 .. 200,000",693,999,THQ Nordic,58,8,83
886,39550,0,485,0,"Phenomic, THQ Nordic",0,"RPG, Strategy",1499,"English, French, German, Italian, Spanish - Spain, Polish, Russian",0,96,SpellForce 2 - Anniversary Edition,153,"200,000 .. 500,000",369,1499,THQ Nordic,33,6,70
887,39560,0,47,2,Homegrown Games,0,Action,999,"English, French, German, Italian, Spanish - Spain",0,26,Painkiller: Resurrection,175,"100,000 .. 200,000",87,999,THQ Nordic,4,2,31
888,39630,0,77,0,THQ Nordic,0,Action,499,"English, German, Italian, Spanish - Spain",0,27,AquaNox,56,"100,000 .. 200,000",148,499,THQ Nordic,36,9,79
889,39640,0,105,0,THQ Nordic,0,Action,499,"English, French, German",0,20,AquaNox 2: Revelation,35,"50,000 .. 100,000",105,499,THQ Nordic,42,7,76
890,39650,120,270,28,4 Head Studios,0,"Simulation, Strategy",999,"English, French, German, Italian, Spanish - Spain",236,50,The Guild II,195,"200,000 .. 500,000",378,999,THQ Nordic,26,10,66
891,39660,162,286,17,4 Head Studios,0,"Simulation, Strategy",999,"English, French, German, Italian, Spanish - Spain",162,62,The Guild II - Pirates of the European Seas,48,"200,000 .. 500,000",107,999,THQ Nordic,31,6,68
892,39670,59,194,2,Cauldron,0,Action,499,"English, French, German, Hungarian, Japanese, Russian, Spanish - Spain",59,54,Chaser,217,"100,000 .. 200,000",603,499,THQ Nordic,38,13,75
893,39680,333,975,289,Rune Forge,0,"Simulation, Strategy",999,"English, German, French, Italian, Spanish - Spain",607,388,The Guild II Renaissance,467,"200,000 .. 500,000",1907,999,THQ Nordic,52,16,79
894,39690,585,314,29,Spellbound Studios,0,RPG,1999,"English, French, German, Italian, Spanish - Spain, Polish, Russian",585,53,ArcaniA,737,"200,000 .. 500,000",716,1999,THQ Nordic,11,12,51
895,39800,10,393,9,DiezelPower,0,"Action, Indie",199,"English, Japanese, French, German, Italian, Portuguese, Traditional Chinese, Spanish - Spain, Russian, Simplified Chinese",10,162,Nation Red,270,"200,000 .. 500,000",2075,199,DiezelPower,71,19,88
896,39900,0,0,0,ZoopTEK,0,Action,499,English,0,0,Coniclysm,15,"0 .. 20,000",14,499,ZoopTEK,10,1,53
897,40100,156,1820,513,Gas Powered Games,0,Strategy,1299,"English, French, German, Italian, Spanish - Spain",154,695,Supreme Commander 2,881,"1,000,000 .. 2,000,000",5231,1299,Square Enix,63,16,84
898,40200,0,0,0,Sabi Games,0,Casual,999,English,0,0,ItzaBitza,2,"0 .. 20,000",6,999,Sabi Games,,1,0
899,40210,0,0,0,Sabi Games,0,Casual,999,English,0,0,ItzaZoo,0,"0 .. 20,000",10,999,Sabi Games,,1,0
900,40300,1031,646,129,Piranha Bytes,0,RPG,999,"English, French, German, Italian, Spanish - Spain",2002,207,Risen,561,"500,000 .. 1,000,000",3776,999,Deep Silver,69,20,87
901,40320,0,356,3,Stormregion,0,Strategy,499,"English, French, German, Italian",0,386,Rush for Berlin Gold,13,"20,000 .. 50,000",87,499,Deep Silver,69,3,87
902,40330,49,510,7,Animation Arts,0,Adventure,999,"English, French, German, Italian",49,333,Secret Files: Tunguska,32,"50,000 .. 100,000",134,999,Deep Silver,52,4,83
903,40340,0,948,0,Animation Arts,0,Adventure,999,"English, French, German, Italian, Spanish - Spain",0,1335,Secret Files 2: Puritas Cordis,17,"20,000 .. 50,000",58,999,Deep Silver,45,3,76
904,40350,0,590,4,Animation Arts,0,Adventure,999,"English, French, German, Italian, Spanish - Spain",0,864,Lost Horizon,26,"50,000 .. 100,000",205,999,Deep Silver,71,2,89
905,40380,0,341,1,Techland,0,Racing,499,"English, French, German, Italian, Spanish - Spain",0,33,nail'd,212,"100,000 .. 200,000",855,499,Deep Silver,52,6,80
906,40390,1208,555,107,Piranha Bytes,0,RPG,999,"English, French, German, Italian, Spanish - Spain, Russian, Czech, Polish",2319,191,Risen 2: Dark Waters,858,"500,000 .. 1,000,000",2938,999,Deep Silver,45,16,77
907,40400,104,301,14,"Arcen Games, LLC",0,"Indie, Strategy",999,English,121,241,AI War: Fleet Command,199,"200,000 .. 500,000",1093,999,"Arcen Games, LLC",61,20,87
908,40420,0,229,0,"Arcen Games, LLC",0,"Casual, Indie",499,English,0,27,Tidalis,66,"100,000 .. 200,000",130,499,"Arcen Games, LLC",27,20,70
909,40500,0,20,0,Makivision Games,0,"Action, Strategy, Indie",299,"English, German",0,24,Sacraboar,42,"50,000 .. 100,000",16,299,Makivision Games,3,4,33
910,40700,682,218,36,Amanita Design,0,"Adventure, Indie",999,"English, French, Italian, German, Spanish - Spain, Czech, Japanese, Korean, Polish, Portuguese, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish",1289,135,Machinarium,259,"500,000 .. 1,000,000",5310,999,Amanita Design,93,20,95
911,40720,37,44,3,Amanita Design,0,"Adventure, Casual, Indie",499,English,44,28,Samorost 2,141,"200,000 .. 500,000",707,499,Amanita Design,58,14,83
912,40800,73,427,132,Team Meat,0,Indie,1499,"English, Russian",20,141,Super Meat Boy,1283,"2,000,000 .. 5,000,000",24050,1499,Electronic Arts,90,20,94
913,40930,0,69,2,The Odd Gentlemen,0,"Adventure, Indie",499,"English, French, German, Italian, Spanish - Spain",0,46,The Misadventures of P.B. Winterbottom,41,"100,000 .. 200,000",320,499,2K,71,9,89
914,40950,133,538,250,FireFly Studios,0,"Simulation, Strategy",599,"English, French, German, Italian, Spanish - Spain, Polish, Japanese, Portuguese - Brazil, Russian, Simplified Chinese",163,156,Stronghold HD,186,"200,000 .. 500,000",2785,599,FireFly Studios,87,17,93
915,40960,84,515,143,FireFly Studios,0,"Simulation, Strategy",1499,"English, French, Italian, German, Spanish - Spain, Polish, Russian, Simplified Chinese",123,136,Stronghold 2: Steam Edition,120,"0 .. 20,000",645,1499,FireFly Studios,61,9,84
916,40970,236,677,872,FireFly Studios,0,"Simulation, Strategy",999,"English, French, Italian, German, Spanish - Spain, Polish, Japanese, Russian, Simplified Chinese, Ukrainian",163,169,Stronghold Crusader HD,159,"500,000 .. 1,000,000",3979,999,FireFly Studios,95,20,96
917,40980,271,332,106,FireFly Studios,0,"Simulation, Strategy",1499,"English, French, Italian, German, Spanish - Spain, Polish, Russian, Simplified Chinese",316,158,Stronghold Legends: Steam Edition,115,"500,000 .. 1,000,000",387,1499,FireFly Studios,45,12,78
918,40990,169,448,70,Illusion Softworks,0,"Action, Adventure",1499,"English, French, German, Italian, Spanish - Spain, Czech, Polish, Russian",259,187,Mafia,141,"200,000 .. 500,000",1552,1499,2K,80,13,91
919,41000,94,279,33,Croteam,0,"Action, Indie",1499,"English, French, German, Italian, Spanish - Spain, Russian",128,171,Serious Sam HD: The First Encounter,260,"1,000,000 .. 2,000,000",3893,1499,Devolver Digital,87,20,93
920,41014,0,0,0,Croteam,0,"Action, Indie",1999,"English, French, German, Italian, Spanish - Spain, Russian",0,0,Serious Sam HD: The Second Encounter,6,"0 .. 20,000",121,1999,Devolver Digital,93,20,95
921,41050,75,166,10,Croteam,0,"Action, Indie",999,English,65,34,Serious Sam Classic: The First Encounter,35,"100,000 .. 200,000",1374,999,Devolver Digital,97,20,97
922,41060,32,290,16,Croteam,0,"Action, Indie",999,English,32,30,Serious Sam Classic: The Second Encounter,23,"100,000 .. 200,000",780,999,Devolver Digital,97,17,97
923,41070,80,503,138,Croteam,0,"Action, Indie",3999,"English, French, German, Italian, Spanish - Spain, Russian, Japanese, Simplified Chinese, Bulgarian",54,230,Serious Sam 3: BFE,1936,"2,000,000 .. 5,000,000",15422,3999,Devolver Digital,71,20,88
924,41100,0,73,3,Konstantin Koshutin,0,"Action, Indie",499,English,0,12,Hammerfight,516,"200,000 .. 500,000",1045,499,KranX Productions,27,12,89
925,41300,0,463,4,Nimbly Games,0,"Action, Free to Play, Indie",0,English,0,50,Altitude,127,"200,000 .. 500,000",1538,0,Nimbly Games,84,11,92
926,41400,0,6,0,"Dream Forge Entertainment, LLC",0,"Action, Indie",299,English,0,6,Doom Rails,20,"0 .. 20,000",9,299,"Dream Forge Entertainment, LLC",4,2,21
927,41500,52,784,58,Runic Games,0,RPG,1499,English,52,350,Torchlight,307,"500,000 .. 1,000,000",3774,1499,Runic Games,84,20,91
928,41600,0,55,0,VIS Interactive,0,"Action, Adventure",1999,English,0,93,Earthworm Jim 3D,34,"0 .. 20,000",34,1999,Interplay Inc.,11,6,46
929,41660,0,0,0,Oasis Games,0,"Action, Adventure, Indie",999,"English, French, Spanish - Spain, German",0,0,Tommy Tronic,7,"0 .. 20,000",7,999,Interplay Inc.,11,3,58
930,41680,0,8,0,Independent Programmist Group,0,Indie,999,English,0,8,Death and the Fly,9,"0 .. 20,000",3,999,Interplay Inc.,3,1,25
931,41700,134,1080,366,GSC Game World,0,"Action, RPG",1999,"English, German, French, Italian, Russian, Spanish - Spain, Ukrainian",59,209,S.T.A.L.K.E.R.: Call of Pripyat,459,"1,000,000 .. 2,000,000",9871,1999,GSC Game World,93,20,95
932,41730,0,249,0,Coreplay GmbH,0,"Action, Casual, Indie",999,,0,109,Ion Assault,40,"50,000 .. 100,000",91,999,bitComposer Games,31,7,72
933,41740,0,240,1,Ice-Pick Lodge,0,"Action, Adventure, Simulation",999,"English, French, German, Italian, Spanish - Spain, Russian, Polish",0,112,Cargo! The Quest for Gravity,72,"50,000 .. 100,000",258,999,"Ice-Pick Lodge, bitComposer Games, Viva Media, Nordic Games",47,8,80
934,41800,0,242,5,Positech Games,0,"Indie, Simulation, Strategy",1499,English,0,145,Gratuitous Space Battles,165,"500,000 .. 1,000,000",504,1499,Positech Games,42,11,81
935,41900,185,201,10,inXile Entertainment,0,"Action, Adventure, RPG",999,"English, French, Italian, German, Spanish - Spain, Polish, Russian",185,106,The Bard's Tale,190,"200,000 .. 500,000",637,999,inXile Entertainment,45,11,79
936,42000,0,121,0,Trinoteam,0,"Casual, Indie",499,English,0,121,Trino,5,"0 .. 20,000",9,499,LoadComplete,24,2,63
937,42120,20,290,6,Fatshark,0,Action,999,"English, French, German, Italian, Spanish - Spain",20,41,Lead and Gold: Gangs of the Wild West,536,"500,000 .. 1,000,000",1450,999,Fatshark,38,6,71
938,42140,98,173,1,Fatshark,0,"Adventure, Casual, Indie",999,"English, French, German, Italian, Spanish - Spain, Swedish",98,74,Hamilton's Great Adventure,83,"100,000 .. 200,000",170,999,Fatshark,28,6,68
939,42147,0,0,0,Fatshark,0,"Adventure, Casual, Indie",99,"English, French, Italian, German, Spanish - Spain, Swedish",0,0,Hamilton's Great Adventure - Retro Fever DLC,0,"0 .. 20,000",0,99,Fatshark,,0,0
940,42170,0,233,1,Fatshark,0,"Action, Adventure, Indie, RPG, Strategy",1499,"English, German, Portuguese, Portuguese - Brazil, Russian, Polish, Hungarian",0,152,Krater,326,"100,000 .. 200,000",428,1499,Fatshark,16,13,58
941,42200,0,249,0,HeR Interactive,0,,699,English,0,249,Nancy Drew Dossier: Resorting to Danger!,6,"0 .. 20,000",27,699,HeR Interactive,54,3,77
942,42210,259,248,6,HeR Interactive,0,Adventure,699,English,259,314,Nancy Drew: Secrets Can Kill REMASTERED,21,"20,000 .. 50,000",45,699,HeR Interactive,30,5,71
943,42220,0,0,0,HeR Interactive,0,Adventure,699,English,0,0,Nancy Drew: The Captive Curse,7,"20,000 .. 50,000",46,699,HeR Interactive,66,6,85
944,42230,0,86,0,HeR Interactive,0,Adventure,699,English,0,86,Nancy Drew: Trail of the Twister,6,"0 .. 20,000",20,699,HeR Interactive,44,6,66
945,42500,0,74,1,Dark Water Studios Ltd,0,"Action, Indie",299,English,0,29,DogFighter,152,"200,000 .. 500,000",230,299,Instinct Software Ltd.,20,5,62
946,42670,72,403,16,Raven Software,0,Action,2999,"English, French, German, Italian, Spanish - Spain",110,303,Singularity,223,"500,000 .. 1,000,000",2687,2999,Activision,84,19,92
947,42700,96,1445,538,Treyarch,0,Action,3999,"English, German, Italian, Spanish - Spain, French",45,536,Call of Duty: Black Ops,1795,"2,000,000 .. 5,000,000",13936,3999,Activision,71,20,85
948,42810,0,59,4,Crystal Empire Games,0,Strategy,999,English,0,80,For The Glory: A Europa Universalis Game,23,"20,000 .. 50,000",55,999,Paradox Interactive,33,3,71
949,42850,138,339,29,BL-Logic,0,Strategy,999,English,138,32,Arsenal of Democracy: A Hearts of Iron Game,30,"50,000 .. 100,000",170,999,Paradox Interactive,63,4,87
950,42890,0,496,29,Kerberos Productions Inc.,0,Strategy,999,English,0,58,Sword of the Stars: Complete Collection,46,"100,000 .. 200,000",350,999,Paradox Interactive,71,8,88
951,42900,0,0,0,Paradox Development Studio,0,Strategy,499,English,0,0,Hearts of Iron III: Semper Fi,0,"0 .. 20,000",1,499,Paradox Interactive,,3,0
952,42910,81,619,219,Arrowhead Game Studios,75,"Action, RPG",999,"English, Russian, French, German, Italian, Polish, Spanish - Spain",78,303,Magicka,1798,"2,000,000 .. 5,000,000",20759,249,Paradox Interactive,84,20,91
953,42920,0,44,0,NeoCoreGames,0,Strategy,999,English,0,27,The Kings' Crusade,71,"20,000 .. 50,000",41,999,Paradox Interactive,5,2,38
954,42930,0,41,0,1C:InoCo,0,Strategy,199,"English, Russian",0,79,Elven Legacy: Magic,3,"20,000 .. 50,000",8,199,1C Entertainment,,1,0
955,42940,0,216,0,1C:InoCo,0,Strategy,199,"English, Russian",0,324,Elven Legacy: Siege,3,"50,000 .. 100,000",4,199,1C Entertainment,,1,0
